"R0000100","R0000149","R0000150","R0000151","R0000152","R0000153","R0000154","R0000155","R0000156","R0000157","R0000158","R0000159","R0000162","R0000163","R0000164","R0000165","R0000166","R0214700","R0214800","R4125101","R4125801","R4126501","R4127201","R4127901","R4128601","R4129301","R4130001","R4130701","R4131401","R4132101","R4132801","R4133701","R4521500","R4521700","R4521800","R4521900","R4522000","R4522100","R4522200","R4522300","R4522400","R4522500","R4522600","R4522700","R4522800","T0002000","T0002100","T0002200","T0002300","T0002400","T0002500","T0002600","T0002700","T0002800","T0002900","T0003000","T0003100","T0003200","T0003300","T0003400","T0003500","T0003600","T0003700","T0003800","T0003900","T0004000","T0004100","T0004200","T0004300","T0004400","T0004500"
63,63,64,6,65,7,-4,-4,-4,-4,-4,-4,1,2,-4,-4,-4,3,1,64,65,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
64,63,65,7,63,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
65,63,63,6,64,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
66,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
67,67,68,7,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,3,1,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
68,67,67,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,3,2,67,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
69,69,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
70,70,71,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,3,1,71,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
71,70,70,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,3,1,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
72,72,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
73,73,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
74,74,75,7,76,6,-4,-4,-4,-4,-4,-4,1,2,-4,-4,-4,3,2,75,76,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
75,74,76,6,74,7,-4,-4,-4,-4,-4,-4,1,2,-4,-4,-4,3,2,76,74,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
76,74,74,7,75,7,-4,-4,-4,-4,-4,-4,1,2,-4,-4,-4,3,1,74,75,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
77,77,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
78,78,79,6,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,3,2,-4,79,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
79,78,78,7,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,3,1,-4,78,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
80,80,81,6,-4,-4,-4,-4,-4,-4,-4,-4,5,-4,-4,-4,-4,3,1,-4,-4,-4,-4,81,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4
81,80,80,6,-4,-4,-4,-4,-4,-4,-4,-4,5,-4,-4,-4,-4,3,1,-4,-4,-4,-4,80,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4
82,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
83,83,84,6,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,2,1,-4,-4,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
84,83,83,6,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,2,1,-4,-4,83,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
85,85,86,7,87,6,-4,-4,-4,-4,-4,-4,1,4,-4,-4,-4,2,1,86,-4,-4,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4
86,85,87,6,85,6,-4,-4,-4,-4,-4,-4,4,3,-4,-4,-4,2,2,-4,-4,85,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4
87,85,85,6,86,7,-4,-4,-4,-4,-4,-4,3,4,-4,-4,-4,2,1,-4,-4,85,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4,-4
88,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
89,89,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4
90,90,91,7,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,3,1,-4,91,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
91,90,90,6,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,3,2,-4,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
92,92,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
93,93,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
94,94,95,7,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,3,1,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
95,94,94,6,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,3,2,-4,94,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
96,96,11751,33,-4,-4,-4,-4,-4,-4,-4,-4,99,-4,-4,-4,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
97,97,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4
98,98,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
99,99,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
100,100,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
101,101,102,7,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,3,1,102,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
102,101,101,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,3,2,101,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
103,103,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
104,104,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
105,105,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
106,106,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
107,107,108,6,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,3,1,-4,108,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
108,107,107,6,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,3,1,-4,107,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
109,109,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
110,110,111,7,112,7,-4,-4,-4,-4,-4,-4,1,2,-4,-4,-4,3,1,111,112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
111,110,112,7,110,6,-4,-4,-4,-4,-4,-4,2,1,-4,-4,-4,3,2,110,112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
112,110,110,6,111,7,-4,-4,-4,-4,-4,-4,1,2,-4,-4,-4,3,2,110,111,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
113,113,114,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
114,113,113,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
115,115,116,7,117,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
116,115,117,6,115,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
117,115,115,7,116,7,-4,-4,-4,-4,-4,-4,1,2,-4,-4,-4,3,1,115,116,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
118,118,119,6,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,3,2,-4,119,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
119,118,118,7,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,3,1,-4,118,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
120,120,121,7,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,3,1,121,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
121,120,120,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,3,2,120,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
122,122,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
123,123,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
124,124,125,6,126,6,-4,-4,-4,-4,-4,-4,6,7,-4,-4,-4,3,2,-4,-4,-4,-4,-4,125,126,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4
125,124,126,6,124,7,-4,-4,-4,-4,-4,-4,5,6,-4,-4,-4,3,1,-4,-4,-4,-4,126,124,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
126,124,124,7,125,6,-4,-4,-4,-4,-4,-4,7,6,-4,-4,-4,3,1,-4,-4,-4,-4,-4,125,124,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4
127,127,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
128,128,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
129,129,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
