"SubjectTag","Score","Age"
912201,99,7
912202,93,6
912401,81,7
912402,88,6
912901,NA,NA
913301,88,5
913302,NA,NA
913401,94.5,9
913402,98,8
913501,NA,NA
914101,NA,NA
914102,NA,NA
914201,118.5,7
914202,83,5
914203,NA,NA
914301,NA,NA
914302,NA,NA
914401,102,9
914402,115,9
914403,92,9
914501,103.5,7
914502,72,5
914503,NA,NA
914504,NA,NA
914801,115.5,6.5
914802,NA,NA
915701,89,9
915702,100,9
915703,104,9
915901,NA,NA
916701,NA,NA
916801,NA,NA
917101,112,9.5
917102,NA,NA
917103,NA,NA
917201,90,10
917202,NA,NA
917301,101,7
917302,87.5,6
917303,95,6
917401,108.5,7.5
917801,88,5
917802,NA,NA
917901,112,5
917902,NA,NA
917903,NA,NA
918001,91,12
918002,103,9
918003,82,7
918004,100,6
918005,NA,NA
918201,105,9
918202,105,9
918203,105,11
918301,102.5,9
918302,84,8
918303,77,8
918501,101,9
919201,92,12
919202,100,9
919301,92.5,7.5
919501,98,9
919901,105,7
919902,98,7
920101,93.5,11
920102,91,11
920201,NA,NA
920501,95,9
920502,65,11
920503,95,9
920601,88,8
920602,113,9
920801,95,12
921401,89,10
921402,92,9
921403,97,9
921404,95,9
921901,79,5
922001,92,11
922002,109,9.5
922101,NA,NA
922301,102,9
922302,120,9
922701,NA,NA
922801,89,8
922802,86,5
922901,108,7.5
922902,113,9
922903,98,6
923101,NA,NA
923102,NA,NA
923301,86,10
923302,87,9
923303,89,9
923401,97.5,7.5
923402,84,10
923601,NA,NA
923801,NA,NA
923802,NA,NA
923901,NA,NA
923902,NA,NA
924301,NA,NA
924401,102,8.5
924402,96,5
924601,NA,NA
924602,NA,NA
924801,NA,NA
924802,NA,NA
924901,NA,NA
925201,103.5,8
925202,90,5
925501,109,12
925502,95.5,9
925503,90,10
925504,81.5,8
925601,99,10
925602,102,8
925701,100,9
925702,101,7
925703,102,9.5
925901,99.5,12
925902,99,10
926001,107,9
926002,103.5,11.5
926101,100,9
926102,80,10
926201,NA,NA
926401,NA,NA
926402,97,9
926403,104,10
926801,100,6
926802,NA,NA
927201,92,13
927202,100.5,12
927203,74,11
927301,72,13
927302,99,11
927303,95.5,9
927304,84,10
927401,69.5,13.5
927402,102,11
927403,94,8
927501,78,11
927502,89,10
927503,77,8
927504,105,11
927701,100.5,12
927702,101,10
927703,92,10
927801,102,10
927802,89.5,9
928101,94.5,8
928102,95,9
928103,NA,NA
928401,99.5,11
928402,82,8
928403,96,8
928404,88,12
928601,104,8
928602,95.5,11
928701,93,9
928702,92,10
928703,88,9
928704,79,9
929801,95,7
929802,103,6
929803,107,11
929804,82,10
929805,105,8
930801,91.5,8
930802,112,11
930803,113,11
930804,101,8
930805,118,7
930806,114,5
930807,86,5
931201,97,9
931202,118,10
931203,70,6
931204,81,5
931701,116,9
931702,118,9
931703,103,8
931704,100,7
931901,NA,NA
931902,116,10
931903,118,8.5
932301,107,15
932501,94,9
932502,86,7
933001,NA,NA
933301,126.5,9
933601,88,10
933701,93,10
933702,94.5,11
934001,99,10
934101,86.5,9
934102,107,9
934201,93.5,8
934202,116,11
934401,111,6
934402,101,9
934601,72,13
934701,91,12
934702,100,10
934901,104,13
934902,93,10
934903,94.5,10.5
934904,90,11
935301,NA,NA
935302,NA,NA
935401,65,10
935402,89,10
935403,89,10
935501,NA,NA
935901,95,9
935902,120,8
936001,118,9
936002,115,5.5
936301,112,7
936501,110,10
936601,NA,NA
936602,NA,NA
937101,95.5,8
937102,90,9
937401,86,9
937402,91.5,10
937403,113,11
937404,121,10
937801,NA,NA
937802,NA,NA
938001,94.5,9
938002,89,8
938101,102,12
938102,103,9
938103,112.5,9
938201,98,12
938202,102,10
938203,102,9
938204,95,11
938205,110,8
938301,103,8
938302,102,10
938401,91,9
938801,87,9
938802,97,10
938803,91,9
939201,107,9
939202,87,10
939203,90,8
939601,81.5,10
939602,86,10
939603,97.5,9
939701,98.5,9
939702,89,7.5
940101,90,13
940102,96,8
940103,100,9
940301,83,8.5
940302,NA,NA
940601,NA,NA
940801,110,8.5
940802,97,7
940803,93,5
941301,91,11
941302,95,11
941601,98,9
941602,122,9
942101,104,8
942102,100,10
942301,95,7
942302,68.5,7
942303,101,6
942901,NA,NA
942902,NA,NA
943001,NA,NA
943002,NA,NA
943201,92.5,11.5
943301,114,10
943302,98,9
943401,97.5,10
943402,99,8
944001,NA,NA
944002,NA,NA
944101,90,8
944102,NA,NA
944103,99,7
944104,93,9
944601,105,10
944602,92,8
945201,NA,NA
945501,NA,NA
945502,NA,NA
945601,NA,NA
945901,NA,NA
946001,NA,NA
946101,NA,NA
946102,NA,NA
946401,NA,NA
946601,NA,NA
946602,NA,NA
946901,NA,NA
947301,93,11
947302,93,9
947303,96,9
947304,90.5,8
947305,106.5,6.5
947601,106,6
947602,NA,NA
947701,93,6
947702,NA,NA
947703,NA,NA
947901,NA,NA
947902,NA,NA
948201,89.5,10.5
948202,79,9
948203,93,6.5
948301,69,7
948302,106,6
948501,104,8
948502,99,6
948503,99,5
948504,NA,NA
948701,108,9
948702,99,7
948801,101,6
948802,NA,NA
948803,NA,NA
949201,118,5
949202,NA,NA
949601,NA,NA
949602,NA,NA
949603,NA,NA
949701,NA,NA
949702,NA,NA
949801,NA,NA
949802,97,7.5
949803,101,6
949804,NA,NA
949805,NA,NA
949901,NA,NA
949902,97.5,10
949903,83,6
949904,75,5
949905,NA,NA
949906,NA,NA
949907,NA,NA
950101,82.5,6
950401,NA,NA
950701,NA,NA
950702,NA,NA
950703,NA,NA
951001,98,7
951201,101,8.5
951202,111,14
951501,103,9
951502,85.5,7
951503,NA,NA
951601,100,9
951602,93,10
951603,104,8
951604,102,9
951605,92.5,8
951701,96,12
951702,95,10
952101,91.5,12
952102,102,9
952103,98,9
952201,95,8
952202,103.5,6
952301,109.5,10
952302,NA,NA
952303,103,10
952304,110,9
952305,107,10
952306,94,9
952307,109,7
952501,107,9
952901,65,12
952902,94.5,12
952903,92,9
952904,NA,NA
953001,92,7
953002,79,12
953201,92.5,7
953202,90,5
953203,NA,NA
953601,107,9
953602,101,9
953701,97,13
953702,72,11
953703,90,12
953704,88,10
954101,65,7
954201,89,8
954202,97.5,7
954203,NA,NA
954204,NA,NA
955401,110.5,11
955402,104,9
955403,93,9
955601,82,12
955602,93,11
955701,100.5,10
955702,97.5,7
955801,81,10.5
955802,89,9
956001,97.5,9
956401,NA,NA
956701,99,9
956702,92,10
956801,96,11
956802,93,10
956803,114.5,10
957401,97,12
957402,101,10
957501,88,14
957502,91.5,11
957503,92,10
957504,88.5,8
957601,97,7
957602,NA,NA
957603,NA,NA
957801,NA,NA
957802,105,7
957803,113,9
957804,95,12
957805,104,11
957806,108,10
957901,95,8
957902,109,10
958201,108.5,7
958202,107,11
959301,NA,NA
959302,NA,NA
959303,NA,NA
959401,NA,NA
959402,NA,NA
959601,119,7
959602,109,7
959701,NA,NA
960201,NA,NA
960202,NA,NA
960401,93,6
960402,NA,NA
960801,101.5,8.5
960802,111,7
960803,93,7
960901,90.5,11
961001,NA,NA
961101,82,7
961102,NA,NA
961401,92.5,6.5
961601,109,7
961602,NA,NA
961603,NA,NA
961901,112.5,10
961902,116,10
962001,115,11
962002,120,10
962003,107,10
962301,99,6.5
962302,NA,NA
962701,104.5,10.5
962702,86.5,9
962703,88,9
963101,118,5
963201,96,13
963202,NA,NA
963203,NA,NA
963301,78,9.5
963302,97,6
963501,103,10
963502,114.5,8
963701,112,8
963702,108,6
964001,113,10
964002,106,9
964101,109,8
964102,114,8
964401,102.5,7.5
964402,100.5,10
964701,NA,NA
964801,85,11
964802,79,10
964803,92.5,9
964804,92,8
965201,97.5,9
965202,102,6
965501,94.5,9
965502,93,9
965503,65,9
965701,113,7
965901,125.5,8.5
966001,118.5,9
966002,114.5,8
966101,99,9
966102,81,10
966201,NA,NA
967101,86,10
967102,109,8.5
967103,103.5,7.5
967104,113,6.5
967201,123,5
967601,98,12
967602,110,11
967603,98.5,11
968001,92,9
968002,93,10
968003,96.5,9
968401,107,10
968402,125,9
968601,92,10
968602,98,6
969201,NA,NA
969202,NA,NA
970201,NA,NA
970401,NA,NA
970402,NA,NA
970501,NA,NA
970701,101.5,11
970702,107,9
970901,NA,NA
971101,120,6
971102,96,5
971301,NA,NA
972201,NA,NA
973001,109,10
973002,NA,NA
973003,NA,NA
973101,NA,NA
973301,NA,NA
973601,101.5,9.5
973602,105,7
973603,NA,NA
974001,NA,NA
974002,NA,NA
974801,NA,NA
974802,NA,NA
975001,107,10
975002,72,6
975003,NA,NA
975301,93.5,6.5
975401,87,12
975402,94,12
975403,95,10
975404,101,10
975501,95.5,9.5
975502,98,6
975601,95,11
975602,72,10
975701,98.5,9
975702,105,8
975801,95,10
975802,96,7
975803,108,7
976301,NA,NA
976302,NA,NA
976501,99,9
976502,95,7.5
976601,NA,NA
976801,98,12
976802,100,10
976803,89,9
977201,90.5,9
977202,103,9
977203,112,8
977204,108.5,7
977205,105,7
977401,113,6
977402,NA,NA
977801,89,10
977802,119.5,8.5
977803,114.5,8
978401,104,8
978402,105,9
978403,115,8
978901,120,8
978902,111.5,9
978903,111,8
979001,111,8
979002,108,9
979003,101,10
979501,97.5,6
979502,122,5
979503,NA,NA
979601,NA,NA
979602,NA,NA
979603,NA,NA
979604,NA,NA
979701,114,6
979702,NA,NA
979801,97,6
979802,81,5
979803,NA,NA
979804,NA,NA
980701,84.5,8.5
980702,89,7.5
980901,85,9
980902,NA,NA
981101,99,10
981102,92.5,10
981701,86.5,10
981702,95,11
981703,87,8
982001,93,9
982601,98,9
982801,81,9
982802,87,9
982803,76.5,7.5
982804,82,8
982805,82,8
983001,107,10
983002,87,7
983003,105,8
983101,NA,NA
983102,NA,NA
983201,103,8
983202,93.5,10
983401,94,12
983402,98,9
983403,NA,NA
983701,97,10
983702,91.5,9
983703,100,10
983704,NA,NA
983801,112,12
983802,74.5,9
983803,93.5,8
983804,76,11
983901,92,10
983902,107,9
983903,98,9
984001,89,9
984002,97,9
984003,105,9
984401,108.5,9.5
984402,99,9
984403,98,10
984404,99,7.5
984405,103,8
984501,100.5,9
984502,105,8
984503,91.5,8
985101,NA,NA
985102,NA,NA
985201,84.5,11
985501,114,11
985502,101.5,9
985801,105,11
985802,95,10
985803,100,8
986101,NA,NA
986102,NA,NA
986201,99.5,10
986202,103.5,8
986203,91.5,9
986401,95,10
986402,79.5,8
986501,NA,NA
986502,NA,NA
986503,NA,NA
986504,NA,NA
986505,101,9
986506,91.5,9
986507,116,6
987001,96,9
987002,114,9
987003,89.5,9
987101,101,14
987102,113,9
987401,97,9
987402,90,10
987403,113,9
987701,94,9
987702,92,8
988101,NA,NA
988102,NA,NA
988103,NA,NA
988201,95,5
988202,NA,NA
988203,NA,NA
988501,92,9
988502,85,10
988701,89,10
988702,104,9
989101,NA,NA
989102,NA,NA
989201,95,9
989202,98,10
989501,82,9
989502,95.5,9
989503,96,9
989701,105,8
989702,117,6
989801,NA,NA
989901,116,6
989902,106,6
990301,NA,NA
990601,65,11
990602,76.5,7
991001,101,5
991301,103,5
991302,103,5
991303,NA,NA
991601,89,9
991602,83.5,8
991603,96.5,10
991604,NA,NA
992001,NA,NA
992002,NA,NA
992201,108,9
992202,113,8
992501,84,8
992502,96,9
992701,93,7
992702,NA,NA
993001,86.5,9
993002,100,8
993003,80.5,8
993201,NA,NA
993202,NA,NA
993501,110.5,9
993502,96,9
993503,109.5,9
993504,101,7
993801,107,10
993802,105,8
993803,100,9
993804,70.5,9
993901,106,7
993902,115,12
994001,69,12
994002,86,9
994101,NA,NA
994102,NA,NA
994401,103,5
994402,NA,NA
994501,79,12
994502,77,9
994503,102.5,8
994504,74,10
994601,90,13
994602,96.5,9.5
994801,103,8
995101,72,10
995102,72,9
995103,103,8
995104,76.5,6.5
995301,95,8
995302,98,11
995303,96,10
995304,103,7
995501,96,14
995502,88,9
996001,NA,NA
996002,NA,NA
996501,93,10
996502,80,10
996601,100,13
996602,90,11
996603,75,9
996604,98.5,9
996701,89,12.5
996702,88.5,12
996703,84,10
997001,98,10
997002,88,8
997003,98,7
997004,96,10
997005,90.5,8
997006,103,7
997201,103,11
997202,95.5,10
997203,125,10
997301,NA,NA
997401,86,10.5
997402,106.5,9
997403,112,9
997404,113.5,6
997801,95,9
998001,102.5,9
998002,85,8
998003,91,10.5
998004,97,9
998005,97.5,8
998006,104.5,7.5
998101,99,11
998102,94.5,10
998103,99,10
998104,102,10
998201,83,8.5
998202,86,10
998203,80.5,10.5
998601,90,10
998602,88,10
998603,99.5,8
998604,89,10
998605,102.5,7
999101,90,7
999102,101,5
999201,98,9
999202,98,9
999203,94,10
999204,97,8
999205,81,9
999501,107,10
999502,90.5,9
999701,96,9.5
999702,77,8
999703,88,7
999704,72,11
1000001,93.5,10.5
1000002,83,10.5
1000003,92,8
1000004,89,7
1000201,92.5,8
1000202,101,10
1000203,111.5,11
1000801,87,10
1000802,97,9
1000803,100,9
1001101,96,8
1001102,99,11
1001201,98,5
1001202,103,5
1001203,NA,NA
1001501,NA,NA
1001502,NA,NA
1001601,91,10
1001602,111,7.5
1001603,85,7
1002401,96,10
1002402,85,10
1002403,93,7
1002601,78,10
1002602,79,10
1002603,NA,NA
1002604,65,10
1002605,75,9
1002606,74,8
1002607,76.5,8.5
1002901,93.5,11
1002902,99,10
1003201,83.5,8
1003202,93,9
1003203,89,10
1003204,87,6
1003205,69,7
1003206,95,12
1003401,NA,NA
1003402,NA,NA
1003403,NA,NA
1003601,111,10
1003602,107,9
1003603,114,9
1003604,96,8
1003605,92,8
1003701,98,6.5
1003801,122,11
1003802,114.5,10
1004201,65,12
1004202,86.5,10
1004203,99,12
1004204,82.5,10.5
1004401,NA,NA
1004701,103,11
1004801,87,9
1004802,97,8
1004803,79.5,9.5
1004901,93,9
1004902,96,10
1004903,95,7
1004904,110,9
1005201,95,10
1005202,108,10
1005203,116,8
1005401,95,8
1005402,118,10
1005601,98,7.5
1005602,105,8
1005901,NA,NA
1005902,NA,NA
1005903,NA,NA
1006001,98,13
1006002,106,12
1006201,84,13
1006202,84,13
1006203,95,9
1006301,95,7
1006302,103,6
1006601,NA,NA
1006602,NA,NA
1006603,NA,NA
1006604,NA,NA
1007201,97,9
1007202,88,9
1007203,97.5,9
1007301,86,9
1007302,86.5,10
1007303,103,11
1007304,106,10
1007701,107.5,9.5
1007702,100,9
1007703,108,10
1007704,113,7
1007901,103,9
1008101,108.5,7.5
1008102,102,6
1008103,NA,NA
1008104,NA,NA
1008105,NA,NA
1008601,NA,NA
1008602,NA,NA
1008801,NA,NA
1009201,115,9
1009202,93,6
1009301,92.5,8.5
1009302,89.5,7
1009501,NA,NA
1009502,NA,NA
1009503,NA,NA
1009701,93,7
1009702,NA,NA
1009703,NA,NA
1010101,107,11
1010102,108,9
1010103,NA,NA
1010104,NA,NA
1010401,106,11
1010402,99,9.5
1010403,NA,NA
1010404,NA,NA
1010601,75,5
1010602,NA,NA
1011201,111,15
1011202,99,12
1011203,86,12
1011204,78,9
1011301,69,10
1011302,98,9
1011601,72.5,10
1011701,106,9.5
1011702,102.5,7
1011901,111,7
1011902,NA,NA
1012501,86,9
1012502,100,9
1012701,99,10
1012901,114,9
1013001,100.5,7
1013002,99,7
1013201,92,10
1013202,90,9
1013501,101,9
1013502,102,9
1013503,92,7
1013601,103,12.5
1013602,92,9
1013801,118,9
1014001,NA,NA
1014002,NA,NA
1014401,NA,NA
1014402,NA,NA
1014501,NA,NA
1014801,105,5
1014802,NA,NA
1014901,115,7
1014902,112,5
1015001,NA,NA
1015002,NA,NA
1015003,NA,NA
1015101,103,12
1015301,101,5
1015601,NA,NA
1015602,NA,NA
1016201,95,8
1016202,93.5,10
1016401,92,13
1016402,97,12
1016601,118,12
1016602,NA,NA
1016603,114.5,9
1016801,97.5,6
1016802,NA,NA
1017501,99.5,10
1017502,107,9
1017503,87,10
1017504,83,10
1018101,86,9
1018102,105,13
1018103,93,13
1018104,91.5,12
1018201,104.5,12.5
1018301,97,12
1018302,108,11
1018303,93,12
1018304,102,9
1018401,74,10
1018402,88,8
1018403,96.5,9
1018404,84,9
1018501,89.5,11
1018502,NA,NA
1018503,88,10
1018801,82,8
1018802,105,8.5
1019101,88,9.5
1019102,NA,NA
1019103,NA,NA
1019104,92,9
1019105,89,9
1019301,NA,NA
1019302,NA,NA
1019303,85,13
1020301,91.5,10
1020302,102,9
1021001,NA,NA
1021002,NA,NA
1021003,NA,NA
1021101,102,9
1021102,108.5,9
1021103,114,9
1021104,NA,NA
1021201,99,6
1021202,NA,NA
1021301,116,9
1021302,96,6
1021303,89,7
1021304,93,5
1021401,106.5,13
1021402,105.5,10.5
1021501,100,7
1021502,NA,NA
1021601,NA,NA
1021901,107,7
1022001,101.5,9.5
1022002,89.5,6
1022003,NA,NA
1022004,NA,NA
1022101,NA,NA
1022102,NA,NA
1022601,116,9
1022602,120,10
1022701,88,12.5
1022702,73,10.5
1022703,92.5,9.5
1022901,104,10
1022902,100,9
1023101,100.5,10
1023102,103,8
1023401,101.5,10
1023402,105,10
1023403,100,9
1023601,95,8
1023602,106,7
1023603,90,5
1023701,116,10
1023702,104,9
1023801,89,9
1023802,88.5,10
1024101,99,8.5
1024102,109.5,7
1024103,85,7
1024104,NA,NA
1024301,107,8
1024302,102.5,7.5
1024303,100,7
1024501,92,6.5
1024502,105,7
1024503,74,5
1024601,90,5
1025201,NA,NA
1025401,107,6
1025501,109,10
1025502,90,5
1025503,NA,NA
1025701,91,7
1025702,NA,NA
1025901,94,14
1025902,89,13
1026001,104,6
1026002,NA,NA
1026101,NA,NA
1026102,NA,NA
1026201,NA,NA
1026202,NA,NA
1026701,NA,NA
1026801,NA,NA
1026802,NA,NA
1026901,NA,NA
1027101,NA,NA
1027201,126,5
1027202,NA,NA
1027203,NA,NA
1027301,NA,NA
1027302,NA,NA
1028101,NA,NA
1028102,NA,NA
1028103,NA,NA
1028301,NA,NA
1028302,NA,NA
1028601,102.5,10
1028602,84,8
1028603,95.5,7
1029101,NA,NA
1029102,NA,NA
1029103,NA,NA
1029201,105,8.5
1029202,121,6
1029203,NA,NA
1029501,NA,NA
1029701,NA,NA
1029702,NA,NA
1029901,77,6
1029902,NA,NA
1030201,120.5,6
1030301,92,8
1030302,102.5,8
1030801,122,8
1030802,109.5,11
1030803,104,6
1030901,113.5,7.5
1030902,114,6
1030903,NA,NA
1031001,122,9
1031002,103,9
1031003,114.5,10
1031201,114,8
1031202,65,6
1031203,NA,NA
1031301,77,10
1031302,93,8
1031401,89.5,13
1031402,103,13
1031403,76.5,12.5
1031404,98,12
1031701,96.5,7.5
1032101,105,11
1032102,91.5,9
1032901,114,8
1032902,114,9
1032903,109,9
1033101,96,14
1033102,88,13.5
1033103,93,12
1033104,71.5,10
1033201,93,10
1033202,72,9
1033203,87,8
1033204,86.5,7
1033205,83,6
1033401,96,12
1033402,65,9.5
1033403,88,9
1033601,91,8
1033602,82,10
1034001,89,10
1034002,89,9
1034401,NA,NA
1034402,NA,NA
1034501,123,5
1034502,NA,NA
1035001,NA,NA
1035401,108,6
1035801,119,11
1035901,96.5,9
1035902,94,9
1035903,87,8
1036001,102,10
1036002,92.5,11
1036003,96,9
1036101,NA,NA
1036102,NA,NA
1036103,NA,NA
1036201,NA,NA
1036601,NA,NA
1036602,NA,NA
1037101,99,9
1037102,88,9
1037103,90,8
1037104,114,6
1037201,NA,NA
1037301,NA,NA
1037302,NA,NA
1037303,NA,NA
1037304,73.5,10
1037401,65,13
1037501,100.5,8.5
1037502,102,9
1037701,94,10
1037702,95,9
1037703,96.5,9
1037704,99,9
1037705,103,11
1037801,112,9
1037802,107.5,9
1037803,105.5,8
1037901,75.5,10
1037902,92,8
1038301,96,14
1038302,98.5,13
1039001,NA,NA
1039002,NA,NA
1039401,NA,NA
1039501,NA,NA
1039502,NA,NA
1039601,NA,NA
1039602,NA,NA
1039901,94.5,7
1039902,109,5
1040001,NA,NA
1040101,104,8
1040102,106.5,8
1040103,94,7
1040601,NA,NA
1040602,NA,NA
1040603,128,11
1040901,96.5,8
1040902,96,6
1041101,NA,NA
1041501,NA,NA
1041502,NA,NA
1041503,NA,NA
1041504,NA,NA
1041505,NA,NA
1041506,NA,NA
1041507,NA,NA
1041801,90,6
1041802,NA,NA
1041803,NA,NA
1041901,NA,NA
1042001,97,9
1042002,81,6.5
1042003,NA,NA
1042101,94,9
1042102,101,8
1042201,88,8
1042202,99.5,8
1042701,89,9
1042702,80.5,9
1042801,88,9
1042802,97,10
1042803,86,10
1042901,87,8.5
1042902,93,8
1042903,101.5,6
1043301,107.5,9
1043302,94,10
1043601,99,7
1043602,100,10
1044301,99,9
1044302,116,8
1044401,108.5,8
1044402,95.5,9
1044501,106,10
1044502,106,12
1044601,NA,NA
1044602,NA,NA
1044603,NA,NA
1044801,109,7
1044802,104,7
1045001,109.5,9
1045002,96,8
1045101,100.5,11
1045102,110,10
1045103,83,6
1045201,74,5
1045202,102,9
1045801,NA,NA
1045802,NA,NA
1046501,NA,NA
1046701,98.5,7
1046702,120,6
1047501,89,6
1047502,NA,NA
1047503,NA,NA
1047701,65,9
1047702,95,8
1047703,85,6
1047704,105,5
1047705,NA,NA
1047801,93,10
1048001,105,10
1048002,96,6
1048003,NA,NA
1048101,94,12
1048102,98,9
1048103,108,9
1048401,88,7
1048402,112,6
1048403,NA,NA
1048404,NA,NA
1048405,NA,NA
1048501,NA,NA
1048502,NA,NA
1048601,78.5,10
1048602,103,10
1048603,99,10
1049101,96.5,10.5
1049102,85.5,6.5
1049401,90.5,6.5
1049402,77,6
1049601,NA,NA
1049801,NA,NA
1050001,98.5,9
1050002,107.5,9
1050201,105.5,11
1050202,101.5,7
1050203,NA,NA
1050401,NA,NA
1050402,NA,NA
1050601,NA,NA
1050602,NA,NA
1050603,89,9
1050604,101,9
1050605,99.5,9.5
1050701,105,9
1050702,98.5,9
1050703,92,9
1051101,NA,NA
1051102,NA,NA
1051103,NA,NA
1051201,103,6
1051202,105,7
1051203,99,6
1051401,86,6
1051601,101,10
1051602,82,8
1051801,95,6
1051802,NA,NA
1052101,NA,NA
1052102,NA,NA
1052103,NA,NA
1052104,NA,NA
1052105,NA,NA
1052601,101,11
1052602,101,6
1052801,110,9
1052802,118,8
1052901,97,9.5
1053001,135,14
1053002,89.5,12
1053003,87.5,9
1053004,NA,NA
1053201,101.5,10
1053202,96,10
1053203,92,11
1053204,83.5,10
1053301,90,5
1053401,102,9
1053402,106,8
1053403,104.5,7
1053404,NA,NA
1053501,104.5,6.5
1053502,116,12
1053701,102.5,10
1053801,93.5,10
1053802,94,9
1053803,99.5,10
1053804,87,10
1053901,NA,NA
1054201,89,10
1054202,106.5,9
1054203,83,8
1054204,90,7
1054301,NA,NA
1054302,NA,NA
1054303,NA,NA
1054401,97,8
1054402,79,9
1054601,101,5
1054602,NA,NA
1054603,NA,NA
1055001,111.5,9
1055101,108,6
1055401,103,9
1055801,NA,NA
1055802,NA,NA
1055803,NA,NA
1055901,NA,NA
1056401,NA,NA
1056402,NA,NA
1056403,NA,NA
1056501,92.5,10
1056502,96,8
1056503,105,8
1056504,101.5,11
1056901,86.5,9
1056902,87,7
1057201,101,9
1057301,100,9
1057302,99,10
1057303,108,11
1057701,110,6
1057702,126,5
1057703,NA,NA
1057901,105.5,11
1057902,65,9
1057903,103,10
1058101,99,9
1058102,93.5,9
1058103,103.5,9
1058201,110,12
1058202,99.5,10
1058203,100,9
1058601,93,9
1058602,84,11
1058603,80.5,10
1058604,93,11
1058801,96,5
1058901,NA,NA
1059001,68.5,9
1059002,113,7.5
1059201,NA,NA
1059401,107,7.5
1059402,NA,NA
1059701,NA,NA
1059702,NA,NA
1059901,NA,NA
1059902,NA,NA
1061501,NA,NA
1061502,NA,NA
1061801,NA,NA
1061802,NA,NA
1062101,NA,NA
1062102,NA,NA
1062201,NA,NA
1062601,NA,NA
1062701,NA,NA
1062801,NA,NA
1062802,NA,NA
1063401,102,9
1063402,106,10
1063403,99.5,10.5
1063601,NA,NA
1064901,NA,NA
1064902,NA,NA
1065001,NA,NA
1065101,NA,NA
1065201,NA,NA
1065301,NA,NA
1067401,NA,NA
1067402,NA,NA
1067601,NA,NA
1067701,NA,NA
1068001,NA,NA
1068002,NA,NA
1068201,NA,NA
1068301,NA,NA
1068401,NA,NA
1068501,NA,NA
1068502,NA,NA
1068503,NA,NA
1068701,NA,NA
1068702,NA,NA
1068801,NA,NA
1068901,NA,NA
1069101,NA,NA
1069102,NA,NA
1071201,NA,NA
1071202,NA,NA
1071203,NA,NA
1071301,NA,NA
1072001,NA,NA
1072002,NA,NA
1074101,NA,NA
1074401,NA,NA
1074402,NA,NA
1074601,NA,NA
1075201,98.5,9
1079201,NA,NA
1079202,NA,NA
1079301,NA,NA
1079401,NA,NA
1079402,NA,NA
1080001,NA,NA
1080201,NA,NA
1080202,NA,NA
1080601,NA,NA
1080801,NA,NA
1080802,NA,NA
1080901,NA,NA
1080902,NA,NA
1081101,89.5,11
1081102,88,10
1081103,97.5,9
1081401,NA,NA
1081501,NA,NA
1081502,NA,NA
1081601,NA,NA
1081801,113.5,10
1082801,NA,NA
1083301,NA,NA
1083302,NA,NA
1083501,NA,NA
1083502,NA,NA
1086101,NA,NA
1086102,NA,NA
1086201,NA,NA
1086301,NA,NA
1086401,NA,NA
1086402,NA,NA
1086403,NA,NA
1086501,NA,NA
1086801,NA,NA
1087101,NA,NA
1087102,NA,NA
1087201,NA,NA
1087401,NA,NA
1087601,NA,NA
1087801,NA,NA
1087802,NA,NA
1088001,NA,NA
1089801,NA,NA
1090001,NA,NA
1090002,NA,NA
1090003,NA,NA
1090101,NA,NA
1090401,NA,NA
1090601,NA,NA
1093001,NA,NA
1093002,NA,NA
1093301,102,9
1094401,NA,NA
1095101,NA,NA
1095102,NA,NA
1095103,NA,NA
1095201,NA,NA
1096001,NA,NA
1096002,NA,NA
1096401,NA,NA
1097301,NA,NA
1097401,NA,NA
1097402,NA,NA
1097601,NA,NA
1097801,NA,NA
1098101,NA,NA
1098701,NA,NA
1102501,NA,NA
1102801,NA,NA
1102901,NA,NA
1103101,NA,NA
1103102,NA,NA
1103301,NA,NA
1103401,NA,NA
1109801,NA,NA
1109802,NA,NA
1109901,NA,NA
1109902,NA,NA
1110001,NA,NA
1110101,NA,NA
1110102,NA,NA
1110301,NA,NA
1110401,NA,NA
1110402,NA,NA
1110701,NA,NA
1110801,NA,NA
1110802,NA,NA
1112201,NA,NA
1112301,NA,NA
1112302,NA,NA
1113001,NA,NA
1113002,NA,NA
1113201,99,10
1113202,82,6
1113203,NA,NA
1113301,NA,NA
1113601,NA,NA
1113701,NA,NA
1114701,NA,NA
1114702,NA,NA
1114801,NA,NA
1114802,NA,NA
1115001,NA,NA
1115501,NA,NA
1115502,NA,NA
1115901,NA,NA
1116001,NA,NA
1116002,NA,NA
1116003,NA,NA
1116101,NA,NA
1116201,NA,NA
1116301,NA,NA
1116901,NA,NA
1117001,NA,NA
1117101,NA,NA
1117102,NA,NA
1117201,NA,NA
1117401,NA,NA
1117501,NA,NA
1117502,NA,NA
1118201,NA,NA
1118301,NA,NA
1118401,NA,NA
1118402,NA,NA
1118403,NA,NA
1119101,NA,NA
1119102,NA,NA
1119103,NA,NA
1119104,NA,NA
1120001,NA,NA
1120401,NA,NA
1120402,NA,NA
1121101,NA,NA
1121102,NA,NA
1121103,NA,NA
1121301,NA,NA
1121302,NA,NA
1121401,NA,NA
1121402,NA,NA
1121701,NA,NA
1121702,NA,NA
1121703,NA,NA
1121901,NA,NA
1122001,NA,NA
1122201,NA,NA
1122401,NA,NA
1122501,NA,NA
1122502,NA,NA
1122601,NA,NA
1122801,NA,NA
1122802,NA,NA
